title,year,language,primary_genre,genres,director,lead_actor,has_love_triangle,review_notes
Major Saab,1998,Hindi,action,"action, drama, romance",Tinnu Anand,Ajay Devgn,True,Verify if romance subplot is significant enough to tag as has_romance
Suswagatham,1998,Telugu,action,"action, comedy, romance, drama, family",K. Raghavendra Rao,Pawan Kalyan,True,Verify if romance subplot is significant enough to tag as has_romance
Bandhan,1998,Hindi,action,"action, romance, drama, family",K. Muralimohana Rao,Sunny Deol,True,Verify if romance subplot is significant enough to tag as has_romance
Quila,1998,Hindi,action,"action, romance, drama, thriller",Mani Shankar,Sunny Deol,True,Verify if romance subplot is significant enough to tag as has_romance
Rasaiyya,1998,Tamil,action,"action, drama, romance",Sakthi Chidambaram,Sathyaraj,True,Verify if romance subplot is significant enough to tag as has_romance
Baadshah,1999,Hindi,action,"action, comedy, romance, thriller",Abbas Alibhai Burmawalla,Shah Rukh Khan,True,Verify if romance subplot is significant enough to tag as has_romance
Padayappa,1999,Tamil,action,"action, drama, romance, family",K. S. Ravikumar,Rajinikanth,False,Verify if romance subplot is significant enough to tag as has_romance
Vaali,1999,Tamil,action,"action, romance, drama, thriller",Linguswamy,Ajith Kumar,True,Verify if romance subplot is significant enough to tag as has_romance
Abhimanyu,1999,Telugu,action,"action, romance, drama",Puri Jagannadh,Tarun,True,Verify if romance subplot is significant enough to tag as has_romance
Samarasimha Reddy,1999,Telugu,action,"action, drama, romance, family",S.V. Krishna Reddy,Balakrishna,True,Verify if romance subplot is significant enough to tag as has_romance
Hogi Pyaar Ki Jeet,1999,Hindi,action,"action, romance, drama, thriller",P. Vasu,Ajay Devgn,True,Verify if romance subplot is significant enough to tag as has_romance
Amarkalam,1999,Tamil,action,"action, romance, drama",Saran,Ajith Kumar,False,Verify if romance subplot is significant enough to tag as has_romance
Jaanwar,1999,Hindi,action,"action, romance, drama, musical",Suneel Darshan,Akshay Kumar,True,Verify if romance subplot is significant enough to tag as has_romance
Seetharama Raju,1999,Telugu,action,"action, drama, romance",Y. V. S. Chowdary,Nagarjuna,True,Verify if romance subplot is significant enough to tag as has_romance
Pagalvan,1999,Tamil,action,"action, comedy, romance, drama",Kasthuri Raja,Vijay,True,Verify if romance subplot is significant enough to tag as has_romance
Nomu,1999,Telugu,action,"action, drama, romance, family",K. Raghavendra Rao,Chiranjeevi,True,Verify if romance subplot is significant enough to tag as has_romance
Sneham Kosam,1999,Telugu,action,"action, romance, drama, musical",A. Kodandarami Reddy,Chiranjeevi,False,Verify if romance subplot is significant enough to tag as has_romance
Nee Kosam,1999,Telugu,action,"action, romance, drama",P. Chandrasekhar Reddy,Ravi Teja,False,Verify if romance subplot is significant enough to tag as has_romance
Ponnu Veetukkaran,1999,Tamil,action,"action, comedy, romance, drama, family",Guru Dhanapal,Sathyaraj,True,Verify if romance subplot is significant enough to tag as has_romance
Azhagarsamy,1999,Tamil,action,"action, comedy, romance, drama",Sakthi Chidambaram,Sathyaraj,True,Verify if romance subplot is significant enough to tag as has_romance
Badshah,1999,Hindi,action,"action, comedy, romance",Harshavardhan Kulkarni,Amitabh Bachchan,True,Verify if romance subplot is significant enough to tag as has_romance
Josh,2000,Hindi,action,"action, drama, romance, musical",Mansoor Khan,Shah Rukh Khan,False,Verify if romance subplot is significant enough to tag as has_romance
Deewane,2000,Hindi,action,"action, romance, drama",Harry Baweja,Ajay Devgn,True,Verify if romance subplot is significant enough to tag as has_romance
Mugavaree,2000,Tamil,action,"action, romance, drama, comedy",V. Z. Durai,Ajith Kumar,True,Verify if romance subplot is significant enough to tag as has_romance
Yuvaraju,2000,Telugu,action,"action, romance, comedy, drama, family",Y.V.S. Chowdary,Mahesh Babu,True,Verify if romance subplot is significant enough to tag as has_romance
Vamsi,2000,Telugu,action,"action, romance, drama",B. Gopal,Mahesh Babu,True,Verify if romance subplot is significant enough to tag as has_romance
Unnai Thedi,2000,Tamil,action,"action, romance, drama",K. Subash,Vijay,True,Verify if romance subplot is significant enough to tag as has_romance
Mission Kashmir,2000,Hindi,action,"action, drama, thriller, romance",Vidhu Vinod Chopra,Hrithik Roshan,True,Verify if romance subplot is significant enough to tag as has_romance
Pukar,2000,Hindi,action,"action, romance, thriller, drama",Rajkumar Santoshi,Anil Kapoor,True,Verify if romance subplot is significant enough to tag as has_romance
Kalisundam Raa,2000,Telugu,action,"action, romance, drama, comedy",Gunasekhar,Venkatesh,True,Verify if romance subplot is significant enough to tag as has_romance
Puratchikkaaran,2000,Tamil,action,"action, drama, romance",Guru Dhanapal,Sathyaraj,True,Verify if romance subplot is significant enough to tag as has_romance
Jayam Manadera,2000,Telugu,action,"action, fantasy, romance",S.S. Rajamouli,Ravi Teja,True,Verify if romance subplot is significant enough to tag as has_romance
Student No. 1,2001,Telugu,action,"action, romance, drama, comedy",S.S. Rajamouli,Jr. NTR,True,Verify if romance subplot is significant enough to tag as has_romance
Friends,2001,Tamil,action,"action, comedy, romance, drama",Siddique,Vijay,True,Verify if romance subplot is significant enough to tag as has_romance
Narasimha Naidu,2001,Telugu,action,"action, drama, romance",S.V. Krishna Reddy,Balakrishna,True,Verify if romance subplot is significant enough to tag as has_romance
Kaasi,2001,Telugu,action,"action, drama, romance",Gunasekhar,Pawan Kalyan,True,Verify if romance subplot is significant enough to tag as has_romance
Dheena,2001,Tamil,action,"action, comedy, romance, thriller",A.R. Murugadoss,Ajith Kumar,True,Verify if romance subplot is significant enough to tag as has_romance
Eduruleni Manishi,2001,Telugu,action,"action, romance, drama, thriller",Jonnalagadda Srinivasa Rao,Nagarjuna,True,Verify if romance subplot is significant enough to tag as has_romance
Badri,2001,Tamil,action,"action, romance, comedy",Boopathy Pandian,Vijay,True,Verify if romance subplot is significant enough to tag as has_romance
Student No.1,2001,Telugu,action,"action, romance, drama, musical",S.S. Rajamouli,Jr NTR,True,Verify if romance subplot is significant enough to tag as has_romance
Kasam,2001,Hindi,action,"action, romance, drama",Guddu Dhanoa,Sunny Deol,True,Verify if romance subplot is significant enough to tag as has_romance
Dhill,2001,Tamil,action,"action, romance, thriller",Dharani,Vikram,True,Verify if romance subplot is significant enough to tag as has_romance
Idiot,2002,Telugu,action,"action, comedy, romance, drama",Puri Jagannadh,Ravi Teja,True,Verify if romance subplot is significant enough to tag as has_romance
Khadgam,2002,Telugu,action,"action, thriller, crime, romance",S.S. Rajamouli,Ravi Teja,True,Verify if romance subplot is significant enough to tag as has_romance
Run,2002,Tamil,action,"action, romance, comedy, thriller",N. Rajasekar,R. Madhavan,False,Verify if romance subplot is significant enough to tag as has_romance
Jayam,2002,Telugu,action,"action, romance, drama",Teja,Nithin,True,Verify if romance subplot is significant enough to tag as has_romance
Indra,2002,Telugu,action,"action, drama, romance, musical",S.S. Rajamouli,Chiranjeevi,True,Verify if romance subplot is significant enough to tag as has_romance
Santhosham,2002,Telugu,action,"action, romance, comedy, drama",N. Shankar,Nagarjuna Akkineni,True,Verify if romance subplot is significant enough to tag as has_romance
Takkari Donga,2002,Telugu,action,"action, comedy, romance, adventure",Nandini Reddi,Mahesh Babu,True,Verify if romance subplot is significant enough to tag as has_romance
Aval Peyar Thamizharasi,2002,Tamil,action,"action, romance, comedy, drama",K. Selva Kumar,Vijay,True,Verify if romance subplot is significant enough to tag as has_romance
Youth,2002,Tamil,action,"action, romance, drama",S. J. Suryah,Vijay,True,Verify if romance subplot is significant enough to tag as has_romance
Aadi,2002,Telugu,action,"action, romance, drama",V. V. Vinayak,Jr NTR,True,Verify if romance subplot is significant enough to tag as has_romance
Eeswar,2002,Telugu,action,"action, romance, drama, comedy",S. V. Krishna Reddy,Prabhas,True,Verify if romance subplot is significant enough to tag as has_romance
Chennakesava Reddy,2002,Telugu,action,"action, drama, romance",A. Kodandarami Reddy,Balakrishna,True,Verify if romance subplot is significant enough to tag as has_romance
Maa Tujhhe Salaam,2002,Hindi,action,"action, drama, romance",Deepak Shivdasani,Sunny Deol,True,Verify if romance subplot is significant enough to tag as has_romance
Maha Nadigan,2002,Tamil,action,"action, drama, romance",Sakthi Chidambaram,Sathyaraj,True,Verify if romance subplot is significant enough to tag as has_romance
Gemini,2002,Tamil,action,"action, thriller, crime, romance",Saran,Vikram,True,Verify if romance subplot is significant enough to tag as has_romance
Samurai,2002,Tamil,action,"action, romance, drama",Chimbu Deven,Vikram,True,Verify if romance subplot is significant enough to tag as has_romance
Bobby,2002,Telugu,action,"action, romance, comedy",Puri Jagannadh,Mahesh Babu,True,Verify if romance subplot is significant enough to tag as has_romance
Okkadu,2003,Telugu,action,"action, romance, thriller, drama",Gunasekhar,Mahesh Babu,True,Verify if romance subplot is significant enough to tag as has_romance
Simhadri,2003,Telugu,action,"action, romance, drama, fantasy",S.S. Rajamouli,Jr. NTR,True,Verify if romance subplot is significant enough to tag as has_romance
Kaakha Kaakha,2003,Tamil,action,"action, romance, thriller, drama",Gautham Menon,Suriya,False,Verify if romance subplot is significant enough to tag as has_romance
Thirumalai,2003,Tamil,action,"action, romance, comedy, drama",Boopathy Pandian,Vijay,False,Verify if romance subplot is significant enough to tag as has_romance
Dhool,2003,Tamil,action,"action, romance, comedy, drama",Boopathy Pandian,Vikram,True,Verify if romance subplot is significant enough to tag as has_romance
Kaaka Kaaka,2003,Tamil,action,"action, romance, thriller, drama",Gautham Menon,Suriya,True,Verify if romance subplot is significant enough to tag as has_romance
Neeraj,2003,Tamil,action,"action, romance, drama",Vijay Milton,Shaam,True,Verify if romance subplot is significant enough to tag as has_romance
Okkade,2003,Telugu,action,"action, romance, drama",Puri Jagannadh,Nagarjuna Akkineni,True,Verify if romance subplot is significant enough to tag as has_romance
Amma Nanna O Tamila Ammayi,2003,Telugu,action,"action, comedy, romance, drama, family",Puri Jagannadh,Ravi Teja,True,Verify if romance subplot is significant enough to tag as has_romance
Subbu,2003,Telugu,action,"action, romance, drama",Puri Jagannadh,Jr NTR,True,Verify if romance subplot is significant enough to tag as has_romance
Naaga,2003,Telugu,action,"action, fantasy, adventure, romance",S.S. Rajamouli,Jr NTR,False,Verify if romance subplot is significant enough to tag as has_romance
Raghavendra,2003,Telugu,action,"action, drama, romance",G. Nageswara Reddy,Prabhas,True,Verify if romance subplot is significant enough to tag as has_romance
The Hero: Love Story of a Spy,2003,Hindi,action,"action, romance, thriller",Anil Sharma,Sunny Deol,True,Verify if romance subplot is significant enough to tag as has_romance
Main Hoon Na,2004,Hindi,action,"action, comedy, romance, drama, musical",Farah Khan,Shah Rukh Khan,True,Verify if romance subplot is significant enough to tag as has_romance
Ghilli,2004,Tamil,action,"action, romance, thriller, comedy",Dharani,Vijay,True,Verify if romance subplot is significant enough to tag as has_romance
Mass,2004,Telugu,action,"action, comedy, romance",Raghava Lawrence,Nagarjuna,True,Verify if romance subplot is significant enough to tag as has_romance
Chellamae,2004,Tamil,action,"action, romance, drama",Suresh Krishna,Vishal,True,Verify if romance subplot is significant enough to tag as has_romance
Perazhagan,2004,Tamil,action,"action, drama, romance, family",Hari,Suriya,True,Verify if romance subplot is significant enough to tag as has_romance
Jai,2004,Telugu,action,"action, romance, drama",Teja,Chiranjeevi,True,Verify if romance subplot is significant enough to tag as has_romance
Arjun,2004,Telugu,action,"action, romance, drama",Gunasekhar,Mahesh Babu,True,Verify if romance subplot is significant enough to tag as has_romance
Samba,2004,Telugu,action,"action, drama, romance",S.S. Rajamouli,Jr. NTR,True,Verify if romance subplot is significant enough to tag as has_romance
Venky,2004,Telugu,action,"action, comedy, romance",Surender Reddy,Ravi Teja,True,Verify if romance subplot is significant enough to tag as has_romance
Attagasam,2004,Tamil,action,"action, romance, drama",Saran,Ajith Kumar,True,Verify if romance subplot is significant enough to tag as has_romance
Virumaandi,2004,Tamil,action,"action, drama, crime, thriller, romance",Kamal Haasan,Kamal Haasan,True,Verify if romance subplot is significant enough to tag as has_romance
Aadhi,2004,Tamil,action,"action, romance, comedy",Hari,Vijay,True,Verify if romance subplot is significant enough to tag as has_romance
Madurey,2004,Tamil,action,"action, romance, comedy",Boopathy Pandian,Vijay,True,Verify if romance subplot is significant enough to tag as has_romance
Andhrawala,2004,Telugu,action,"action, romance, comedy",Lawrence,Jr NTR,True,Verify if romance subplot is significant enough to tag as has_romance
